# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_pronunciations.tsv
#
# Version: 1.2.13 (latest, DHSJR format)
# Date published: May 20, 2025
# Last modified: August 18, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# The Phonetic Glosses in the Kanchi-in manuscript of the Ruiju Myōgishō include Fanqie spellings (反切), Similar sound notes (類音注, ruion-chū), and Kana glosses (仮名注, kana-chū). 
# These are often accompanied by Tone marks (声点, shōten).
# As a database for Sino-Japanese pronunciations, the "Database of Historical Sino-Japanese Readings" (abbreviated as DHSJR), developed by Professor Katō Taitsuru and others, offers exceptionally rich content. 
# Its specifications are also publicly available in detail. 
# Accordingly, as part of the HDIC project, we have decided to release data in accordance with the DHSJR specifications.
#
# The DHSJR defines a data structure with 23 column names.
# To facilitate linkage with the Ruiju Myōgishō data included in HDIC, it is necessary for HDIC to assign unique column names to its own data files and to establish Primary Keys and Foreign Keys for interoperability between HDIC's internal data files.
# For this purpose, pronunciation_id (音注ID) has been set as the Primary Key, and definition_seq_id (注文ID) as the Foreign Key.
# Since the Ruiju Myōgishō features diverse formats for its Phonetic Glosses, a classification field named annotation_format (音注型) has been established to categorize them.
# While DHSJR uses Japanese column names, HDIC employs English ones. Therefore, for data processing convenience within HDIC, English column names have been adopted.
#
# KRM format information:
# dhsjr_id	DHSJR unique ID for each single Hanzi (Chinese character) (integrated data only).
# 	       (This column is currently empty. The data will be added once the official IDs are finalized by the DHSJR project.)
# pronunciation_id	ID for each Phonetic Gloss. This is derived from definition_seq_id by extracting only those elements where the type (from definition_type_name in krm_notes) is Phonetic Gloss. Suffixes 'b', 'c', 'd' are appended for variant forms.
# definition_seq_id	An identifier for each component of the Definition (Original Glosses) or for the Headword itself within an Entry. It is formed by appending a sequential suffix (e.g., "_00" for the Headword, "_01", "_02" for subsequent elements) to the corresponding entry_id.
# material_id	Material ID
# material_name	Name of the material
# material_character_index	Sequential number of a Hanzi (Chinese character)'s appearance in the material.
#                           Numbers 1–27978 correspond to the physical order of characters in the original manuscript.
#                           Numbers 30001 and above are assigned to records added after the initial encoding
#                           (e.g., annotation characters newly identified as requiring separate entries)
#                           and do not correspond to physical positions in the manuscript.
# material_word_index	Sequential number of a Chinese word's appearance in the material
# character_headword	Headword column for Hanzi (Chinese characters) with Phonetic Glosses
# character_form	Hanzi (Chinese characters) that have Phonetic Glosses
# word_headword	Headword column of Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_form	Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_alpha	Entered when there is an alphabetic representation of the Chinese word
# word_type	Indicates the word type when there are mixed-language words (e.g., hybrid Sino-Japanese words)
# word_position	Position of the single Hanzi (Chinese character) within the Chinese word
# character_mora_count	Number of morae for the single Hanzi (Chinese character)
# tone_marks	Tone marks for single Hanzi (Chinese characters), indicating Four Tones (平上去入), Six Tones (平平軽上去入軽入), and voicing (清濁).
# tone_pattern	Combination of Tone marks for Chinese words. Hanzi (Chinese characters) without Tone marks are represented by a full-width asterisk (＊).
# kana_notes	Kana glosses (仮名注) for Hanzi (Chinese characters), including kana-based fanqie.
# kana_pattern	Combination of Kana glosses for Chinese words. Hanzi (Chinese characters) without Kana glosses are represented by a full-width asterisk (＊).
# fanqie	Fanqie spellings (反切) for single Hanzi (Chinese characters).
# similar_sound	Similar sound notes (類音注) for single Hanzi (Chinese characters).
# annotation_format	Pattern of combined phonetic information (e.g., Kana glosses, Fanqie spellings, Similar sound notes, Tone marks).
# fushi_hakase	Fushi-hakase notations (melodic or intonational markings) attached to musical materials such as Shōmyō (Buddhist chant).
# other_phonetic_annotations	Other types of Phonetic Glosses.
# material_location	Location of single Hanzi (Chinese characters) and Chinese words within the material.
# remarks_pronunciation	Matters to be noted regarding these phonetic elements.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
pronunciation_id	definition_seq_id	material_id	material_name	material_character_index	material_word_index	character_headword	character_form	word_headword	word_form	word_alpha	word_type	word_position	character_mora_count	tone_marks	tone_pattern	kana_notes	kana_pattern	fanqie	similar_sound	fushi_hakase	other_phonetic_annotations	material_location	annotation_format	remarks_pronunciation
F19791_01	F19791_01	30-048-02	類聚名義抄_天理図書館_観智院本	16810	13353	⿰禾㸒	⿰禾㸒	⿰禾㸒	⿰禾㸒										音婬			K0701954	音注声点無_類音注等	
F19792_01	F19792_01	30-048-02	類聚名義抄_天理図書館_観智院本	16811	13354	黍	黍	黍	黍										音䑕			K0701961	音注声点無_類音注等	
F19792_02	F19792_02	30-048-02	類聚名義抄_天理図書館_観智院本	16812	13354	黍	黍	黍	黍									尸諸反				K0701961	音注声点無_反切	
F19801_01	F19801_01	30-048-02	類聚名義抄_天理図書館_観智院本	16813	13355	盉	盉	盉	盉									胡卧反				K0701982	音注声点無_反切	
F19802_01	F19802_01	30-048-02	類聚名義抄_天理図書館_観智院本	16814	13356	穆	穆	穆	穆					入濁／入軽濁	入濁／入軽濁				音目（入／入軽）			K0701983	音注声点有_類音注等	
F19802_01b	F19802_01	30-048-02	類聚名義抄_天理図書館_観智院本	16815	13356	目	目	目	目					入濁／入軽濁	入／入軽				音目（入／入軽）			K0701983	音注声点有_類音注等	音注字
F19806_01	F19806_01	30-048-02	類聚名義抄_天理図書館_観智院本	16816	13358	𥣪	𥣪	𥣪	𥣪									徂本反				K0702013	音注声点無_反切	
F19806_03	F19806_03	30-048-02	類聚名義抄_天理図書館_観智院本	16817	13358	𥣪	𥣪	𥣪	𥣪									徂旱反				K0702013	音注声点無_反切	
F19810_01	F19810_01	30-048-02	類聚名義抄_天理図書館_観智院本	16818	13359	䅾	䅾	䅾	䅾										音岑			K0702022	音注声点無_類音注等	
F19811_01	F19811_01	30-048-02	類聚名義抄_天理図書館_観智院本	16819	13360	䅑	䅑	䅑	䅑										音娞			K0702023	音注声点無_類音注等	
F19812_01	F19812_01	30-048-02	類聚名義抄_天理図書館_観智院本	16820	13361	䅜	䅜	䅜	䅜										音随			K0702024	音注声点無_類音注等	
F19812_03	F19812_03	30-048-02	類聚名義抄_天理図書館_観智院本	16821	13361	䅜	䅜	䅜	䅜									又支累反				K0702024	音注声点無_反切	
F19814_02	F19814_02	30-048-02	類聚名義抄_天理図書館_観智院本	16822	13362	⿰禾着	⿰禾着	⿰禾着	⿰禾着									張柱反				K0702032	音注声点無_反切	
F19815_02	F19815_02	30-048-02	類聚名義抄_天理図書館_観智院本	16823	13363	禪	禪	禪	禪									尚然反				K0702033	音注声点無_反切	
F19816_01	F19816_01	30-048-02	類聚名義抄_天理図書館_観智院本	16824	13364	䄪	䄪	䄪	䄪									丁了反				K0702034	音注声点無_反切	
F19818_01	F19818_01	30-048-02	類聚名義抄_天理図書館_観智院本	16825	13365	稕	稕	稕	稕									之閏反				K0702042	音注声点無_反切	
F19822_01	F19822_01	30-048-02	類聚名義抄_天理図書館_観智院本	16826	13366	穌	穌	穌	穌					平	平				音蘇（平）			K0702051	音注声点有_類音注等	
F19822_01b	F19822_01	30-048-02	類聚名義抄_天理図書館_観智院本	16827	13366	蘇	蘇	蘇	蘇					平	平				音蘇（平）			K0702051	音注声点有_類音注等	音注字
F19827_01	F19827_01	30-048-02	類聚名義抄_天理図書館_観智院本	16828	13368	穫	穫	穫	穫									胡（平）郭（入）反				K0702062	音注声点有_反切	
F19827_01b	F19827_01	30-048-02	類聚名義抄_天理図書館_観智院本	16829	13368	胡	胡	胡	胡					平	平							K0702062	音注声点有_反切	
F19827_01c	F19827_01	30-048-02	類聚名義抄_天理図書館_観智院本	16830	13368	郭	郭	郭	郭					入	入							K0702062	音注声点有_反切	
F19830_02	F19830_02	30-048-02	類聚名義抄_天理図書館_観智院本	16831	13371	稜	稜	稜	稜										音崚			K0702071	音注声点無_類音注等	
F19834_02	F19834_02	30-048-02	類聚名義抄_天理図書館_観智院本	16832	13372	⿰禾⿱口廾	⿰禾⿱口廾	⿰禾⿱口廾	⿰禾⿱口廾									郎棟反				K0702082	音注声点無_反切	
F19835_02	F19835_02	30-048-02	類聚名義抄_天理図書館_観智院本	16833	13373	𥞧	𥞧	𥞧	𥞧									戸剛反				K0702083	音注声点無_反切	
F19836_02	F19836_02	30-048-02	類聚名義抄_天理図書館_観智院本	16834	13374	𮃊	𮃊	𮃊	𮃊										音歩			K0702084	音注声点無_類音注等	
F19837_02	F19837_02	30-048-02	類聚名義抄_天理図書館_観智院本	16835	13375	穘	穘	穘	穘									如曉如昭二反				K0702111	音注声点無_反切	
F19838_01	F19838_01	30-048-02	類聚名義抄_天理図書館_観智院本	16836	13376	𥟶	𥟶	𥟶	𥟶									於園反				K0702112	音注声点無_反切	
F19839_01	F19839_01	30-048-02	類聚名義抄_天理図書館_観智院本	16837	13377	𥟔	𥟔	𥟔	𥟔									莊力反				K0702113	音注声点無_反切	
F19840_01	F19840_01	30-048-02	類聚名義抄_天理図書館_観智院本	16838	13378	䄶	䄶	䄶	䄶										音勃			K0702114	音注声点無_類音注等	
F19840_04	F19840_04	30-048-02	類聚名義抄_天理図書館_観智院本	16839	13378	䄶	䄶	䄶	䄶										又音弼			K0702114	音注声点無_類音注等	
F19841_01	F19841_01	30-048-02	類聚名義抄_天理図書館_観智院本	16840	13379	稡	稡	稡	稡									則骨反				K0702122	音注声点無_反切	
F19841_02	F19841_02	30-048-02	類聚名義抄_天理図書館_観智院本	16841	13379	稡	稡	稡	稡									則栗反				K0702122	音注声点無_反切	
F19843_01	F19843_01	30-048-02	類聚名義抄_天理図書館_観智院本	16842	13380	䅙	䅙	䅙	䅙									普計反				K0702124	音注声点無_反切	
F19843_02	F19843_02	30-048-02	類聚名義抄_天理図書館_観智院本	16843	13380	䅙	䅙	䅙	䅙										又昆音			K0702124	音注声点無_類音注等	
F19844_01	F19844_01	30-048-02	類聚名義抄_天理図書館_観智院本	16844	13381	秎	秎	秎	秎										音紛			K0702131	音注声点無_類音注等	
F19846_01	F19846_01	30-048-02	類聚名義抄_天理図書館_観智院本	16845	13382	⿰禾⿱靣旦	⿰禾⿱靣旦	⿰禾⿱靣旦	⿰禾⿱靣旦										音氈			K0702133	音注声点無_類音注等	
F19849_01	F19849_01	30-048-02	類聚名義抄_天理図書館_観智院本	16846	13383	䅻	䅻	䅻	䅻										音梨			K0702141	音注声点無_類音注等	
F19849_04	F19849_04	30-048-02	類聚名義抄_天理図書館_観智院本	16847	13383	䅻	䅻	䅻	䅻									勅支反				K0702141	音注声点無_反切	
F19850_01	F19850_01	30-048-02	類聚名義抄_天理図書館_観智院本	16848	13384	穲	穲	穲	穲										音離			K0702143	音注声点無_類音注等	
F19853_01	F19853_01	30-048-02	類聚名義抄_天理図書館_観智院本	16849	13385	秈	秈	秈	秈										音仙			K0702151	音注声点無_類音注等	
F19854_01	F19854_01	30-048-02	類聚名義抄_天理図書館_観智院本	16850	13386	穚	穚	穚	穚										音嬌			K0702152	音注声点無_類音注等	
F19857_01	F19857_01	30-048-02	類聚名義抄_天理図書館_観智院本	16851	13387	䅃	䅃	䅃	䅃									巨凶反				K0702154	音注声点無_反切	
F19859_01	F19859_01	30-048-02	類聚名義抄_天理図書館_観智院本	16852	13388	䆀	䆀	䆀	䆀									忙代反				K0702162	音注声点無_反切	
F19859_03	F19859_03	30-048-02	類聚名義抄_天理図書館_観智院本	16853	13388	䆀	䆀	䆀	䆀										又音毎			K0702162	音注声点無_類音注等	
F19860_01	F19860_01	30-048-02	類聚名義抄_天理図書館_観智院本	16854	13389	秛	秛	秛	秛										音披			K0702163	音注声点無_類音注等	
F19861_01	F19861_01	30-048-02	類聚名義抄_天理図書館_観智院本	16855	13390	𥠴	𥠴	𥠴	𥠴										音伏			K0702164	音注声点無_類音注等	
F19862_01	F19862_01	30-048-02	類聚名義抄_天理図書館_観智院本	16856	13391	𥣰	𥣰	𥣰	𥣰									北顯反				K0702171	音注声点無_反切	
F19862_02	F19862_02	30-048-02	類聚名義抄_天理図書館_観智院本	16857	13391	𥣰	𥣰	𥣰	𥣰										又音邊			K0702171	音注声点無_類音注等	
F19864_01	F19864_01	30-048-02	類聚名義抄_天理図書館_観智院本	16858	13392	𥢶	𥢶	𥢶	𥢶					平／去	平／去				音會（平／去）「火イ」「ヱ」			K0702173	音注声点有_類音注等	
F19864_01b	F19864_01	30-048-02	類聚名義抄_天理図書館_観智院本	16859	13392	會	會	會	會					平／去	平／去	火イ／ヱ			音會（平／去）「火イ」「ヱ」			K0702173	音注声点有_類音注等	音注字
F19866_01	F19866_01	30-048-02	類聚名義抄_天理図書館_観智院本	16860	13394	𥡩	𥡩	𥡩	𥡩									五計反				K0702182	音注声点無_反切	
F19868_01	F19868_01	30-048-02	類聚名義抄_天理図書館_観智院本	16861	13395	秒	秒	秒	秒									忙丁反				K0702184	音注声点無_反切	
F19869_01	F19869_01	30-048-02	類聚名義抄_天理図書館_観智院本	16862	13396	⿰禾⿱中丂	⿰禾⿱中丂	⿰禾⿱中丂	⿰禾⿱中丂									卑𨉂反				K0702211	音注声点無_反切	
F19870_01	F19870_01	30-048-02	類聚名義抄_天理図書館_観智院本	16863	13397	⿱禾衣	⿱禾衣	⿱禾衣	⿱禾衣									主人反				K0702212	音注声点無_反切	
F19872_01	F19872_01	30-048-02	類聚名義抄_天理図書館_観智院本	16864	13398	䅢	䅢	䅢	䅢									即就反				K0702214	音注声点無_反切	
F19873_01	F19873_01	30-048-02	類聚名義抄_天理図書館_観智院本	16865	13399	𥡷	𥡷	𥡷	𥡷									烏本反				K0702221	音注声点無_反切	
F19875_01	F19875_01	30-048-02	類聚名義抄_天理図書館_観智院本	16866	13400	𥢊	𥢊	𥢊	𥢊									盆本反				K0702224	音注声点無_反切	
F19876_01	F19876_01	30-048-02	類聚名義抄_天理図書館_観智院本	16867	13401	穁	穁	穁	穁									人勇反				K0702231	音注声点無_反切	
F19877_01	F19877_01	30-048-02	類聚名義抄_天理図書館_観智院本	16868	13402	䅝	䅝	䅝	䅝										音空			K0702232	音注声点無_類音注等	
F19878_01	F19878_01	30-048-02	類聚名義抄_天理図書館_観智院本	16869	13403	穭	穭	穭	穭										音呂			K0702233	音注声点無_類音注等	
F19879_01	F19879_01	30-048-02	類聚名義抄_天理図書館_観智院本	16870	13404	稂	稂	稂	稂										音郎			K0702241	音注声点無_類音注等	
F19880_01	F19880_01	30-048-02	類聚名義抄_天理図書館_観智院本	16871	13405	穱	穱	穱	穱									側角反				K0702243	音注声点無_反切	
F19881_02	F19881_02	30-048-02	類聚名義抄_天理図書館_観智院本	16872	13406	䄯	䄯	䄯	䄯									經典反				K0702244	音注声点無_反切	
F19881_05	F19881_05	30-048-02	類聚名義抄_天理図書館_観智院本	16873	13406	䄯	䄯	䄯	䄯										音結			K0702244	音注声点無_類音注等	
F19882_01	F19882_01	30-048-02	類聚名義抄_天理図書館_観智院本	16874	13407	䅏	䅏	䅏	䅏									無沸反				K0702253	音注声点無_反切	
F19884_02	F19884_02	30-048-02	類聚名義抄_天理図書館_観智院本	16875	13408	秷	秷	秷	秷										音質			K0702261	音注声点無_類音注等	
F19885_01	F19885_01	30-048-02	類聚名義抄_天理図書館_観智院本	16876	13409	稵	稵	稵	稵										音兹			K0702262	音注声点無_類音注等	
F19885_03	F19885_03	30-048-02	類聚名義抄_天理図書館_観智院本	16877	13409	稵	稵	稵	稵									又子由反				K0702262	音注声点無_反切	
F19887_01	F19887_01	30-048-02	類聚名義抄_天理図書館_観智院本	16878	13410	䅧	䅧	䅧	䅧									一鹽反				K0702264	音注声点無_反切	
F19888_02	F19888_02	30-048-02	類聚名義抄_天理図書館_観智院本	16879	13411	𥝟	𥝟	𥝟	𥝟									常者反				K0702271	音注声点無_反切	
F19889_01	F19889_01	30-048-02	類聚名義抄_天理図書館_観智院本	16880	13412	稬	稬	稬	稬									奴乱反				K0702272	音注声点無_反切	
F19889_03	F19889_03	30-048-02	類聚名義抄_天理図書館_観智院本	16881	13412	稬	稬	稬	稬									俗奴過反				K0702272	音注声点無_反切	
F19891_01	F19891_01	30-048-02	類聚名義抄_天理図書館_観智院本	16882	13413	秔	秔	秔	秔										音庚			K0702274	音注声点無_類音注等	
F19894_01	F19894_01	30-048-02	類聚名義抄_天理図書館_観智院本	16883	13414	𥡪	𥡪	𥡪	𥡪										音翼			K0702282	音注声点無_類音注等	
F19895_01	F19895_01	30-048-02	類聚名義抄_天理図書館_観智院本	16884	13415	稢	稢	稢	稢										音郁			K0702283	音注声点無_類音注等	
F19897_02	F19897_02	30-048-02	類聚名義抄_天理図書館_観智院本	16885	13416	穥	穥	穥	穥										音与			K0702311	音注声点無_類音注等	
F19899_04	F19899_04	30-048-02	類聚名義抄_天理図書館_観智院本	16886	13417	秡	秡	秡	秡					去	去				音癈（去）			K0702314	音注声点有_類音注等	
F19899_04b	F19899_04	30-048-02	類聚名義抄_天理図書館_観智院本	16887	13417	癈	癈	癈	癈					去	去				音癈（去）			K0702314	音注声点有_類音注等	音注字
F19899_05	F19899_05	30-048-02	類聚名義抄_天理図書館_観智院本	16888	13417	秡	秡	秡	秡					入	入				亦弗（入）			K0702314	音注声点有_類音注等	
F19900_02	F19900_02	30-048-02	類聚名義抄_天理図書館_観智院本	16889	13419	𥣖	𥣖	𥣖	𥣖										音疑			K0702322	音注声点無_類音注等	
F19900_03	F19900_03	30-048-02	類聚名義抄_天理図書館_観智院本	16890	13419	𥣖	𥣖	𥣖	𥣖									又疑力反				K0702322	音注声点無_反切	
F19902_01	F19902_01	30-048-02	類聚名義抄_天理図書館_観智院本	16891	13420	稌	稌	稌	稌										音吐			K0702331	音注声点無_類音注等	
F19903_02	F19903_02	30-048-02	類聚名義抄_天理図書館_観智院本	16892	13421	𥟡	𥟡	𥟡	𥟡									祖弄反				K0702332	音注声点無_反切	
F19904_01	F19904_01	30-048-02	類聚名義抄_天理図書館_観智院本	16893	13422	稅	稅	稅	稅									詩鋭詩悦二反				K0702333	音注声点無_反切	
F19904_17	F19904_17	30-048-02	類聚名義抄_天理図書館_観智院本	16894	13422	稅	稅	稅	稅										和音歳			K0702333	音注和音声点無	
F19906_02	F19906_02	30-048-02	類聚名義抄_天理図書館_観智院本	16895	13423	䄸	䄸	䄸	䄸									普博反				K0702344	音注声点無_反切	
F19906_03	F19906_03	30-048-02	類聚名義抄_天理図書館_観智院本	16896	13423	䄸	䄸	䄸	䄸										俗又拍音			K0702344	音注声点無_類音注等	
F19907_01	F19907_01	30-048-02	類聚名義抄_天理図書館_観智院本	16897	13424	䅩	䅩	䅩	䅩									居是反				K0702352	音注声点無_反切	
F19908_01	F19908_01	30-048-02	類聚名義抄_天理図書館_観智院本	16898	13425	𥞏	𥞏	𥞏	𥞏									章六反				K0702353	音注声点無_反切	
F19909_01	F19909_01	30-048-02	類聚名義抄_天理図書館_観智院本	16899	13426	𫀽	𫀽	𫀽	𫀽									呉口反				K0702354	音注声点無_反切	
F19916_01	F19916_01	30-048-02	類聚名義抄_天理図書館_観智院本	16900	13427	穅	穅	穅	穅										音康			K0702381	音注声点無_類音注等	
F19918_01	F19918_01	30-048-02	類聚名義抄_天理図書館_観智院本	16901	13428	𥣯	𥣯	𥣯	𥣯										音憂			K0702383	音注声点無_類音注等	
F19921_01	F19921_01	30-048-02	類聚名義抄_天理図書館_観智院本	16902	13429	積	積	積	積					入	入				音迹（入）			K0702412	音注声点有_類音注等	
F19921_01b	F19921_01	30-048-02	類聚名義抄_天理図書館_観智院本	16903	13429	迹	迹	迹	迹					入	入				音迹（入）			K0702412	音注声点有_類音注等	音注字
F19921_02	F19921_02	30-048-02	類聚名義抄_天理図書館_観智院本	16904	13429	積	積	積	積							者ク						K0702412	音注声点無_此間・俗・仮名	
F19926_01	F19926_01	30-048-02	類聚名義抄_天理図書館_観智院本	16905	13431	租	租	租	租									子胡反				K0702431	音注声点無_反切	
F19934_01	F19934_01	30-048-02	類聚名義抄_天理図書館_観智院本	16906	13432	秦	秦	秦	秦									似津反				K0702451	音注声点無_反切	
F19944_01	F19944_01	30-048-02	類聚名義抄_天理図書館_観智院本	16907	13433	稟	稟	稟	稟									筆錦反				K0702474	音注声点無_反切	
F19945_01	F19945_01	30-048-02	類聚名義抄_天理図書館_観智院本	16908	13434	稪	稪	稪	稪										和福			K0702481	音注和音声点無	
F19946_02	F19946_02	30-048-02	類聚名義抄_天理図書館_観智院本	16909	13435	稠	稠	稠	稠							和チウ（＊上）						K0702482	音注和音声点有	
F19947_02	F19947_02	30-048-02	類聚名義抄_天理図書館_観智院本	16910	13436	䄲	䄲	䄲	䄲									而睡反				K0702483	音注声点無_反切	
F19948_01	F19948_01	30-048-02	類聚名義抄_天理図書館_観智院本	16911	13437	龢	龢	龢	龢										音和			K0702484	音注和音声点無	
F19949_01	F19949_01	30-048-02	類聚名義抄_天理図書館_観智院本	16912	13438	䅋	䅋	䅋	䅋									明弁反				K0702511	音注声点無_反切	
F19954_01	F19954_01	30-048-02	類聚名義抄_天理図書館_観智院本	16913	13439	𥝌	𥝌	𥝌	𥝌										𦬄稽二音			K0702522	音注声点無_類音注等	
F19955_02	F19955_02	30-048-02	類聚名義抄_天理図書館_観智院本	16914	13440	⿰禾⿰句攵	⿰禾⿰句攵	⿰禾⿰句攵	⿰禾⿰句攵										音矩			K0702523	音注声点無_類音注等	
F19956_01	F19956_01	30-048-02	類聚名義抄_天理図書館_観智院本	16915	13441	𥢔	𥢔	𥢔	𥢔										卓舟二音			K0702524	音注声点無_類音注等	
F19957_01	F19957_01	30-048-02	類聚名義抄_天理図書館_観智院本	16916	13442	稽	稽	稽	稽										音雞			K0702531	音注声点無_類音注等	
F19959_01	F19959_01	30-048-02	類聚名義抄_天理図書館_観智院本	16917	13443	𥢑	𥢑	𥢑	𥢑										音浩			K0702533	音注声点無_類音注等	
F19962_01	F19962_01	30-048-02	類聚名義抄_天理図書館_観智院本	16918	13444	耒	耒	耒	耒					去	去				音頼（去）「ライ」			K0702551	音注声点有_類音注等	
F19962_01b	F19962_01	30-048-02	類聚名義抄_天理図書館_観智院本	16919	13444	頼	頼	頼	頼					去	去	ライ			音頼（去）「ライ」			K0702551	音注声点有_類音注等	音注字
F19962_03	F19962_03	30-048-02	類聚名義抄_天理図書館_観智院本	16920	13444	耒	耒	耒	耒										又音壘「ルイ」			K0702551	音注声点無_類音注等	
F19962_03b	F19962_03	30-048-02	類聚名義抄_天理図書館_観智院本	16921	13444	壘	壘	壘	壘							ルイ						K0702551	音注声点無_類音注等	
F19966_02	F19966_02	30-048-02	類聚名義抄_天理図書館_観智院本	16922	13447	榬	榬	耒榬	耒榬			2							音袁			K0702553	音注声点無_類音注等	
F19971_01	F19971_01	30-048-02	類聚名義抄_天理図書館_観智院本	16923	13448	耨	耨	耨	耨									乃候反				K0702564	音注声点無_反切	
F19971_05	F19971_05	30-048-02	類聚名義抄_天理図書館_観智院本	16924	13448	耨	耨	耨	耨									又奴力反				K0702564	音注声点無_反切	
F19971_06	F19971_06	30-048-02	類聚名義抄_天理図書館_観智院本	16925	13448	耨	耨	耨	耨									奴禄反				K0702564	音注声点無_反切	
F19974_01	F19974_01	30-048-02	類聚名義抄_天理図書館_観智院本	16926	13449	耗	耗	耗	耗									虎告切				K0702581	音注声点無_反切	
F19977_01	F19977_01	30-048-02	類聚名義抄_天理図書館_観智院本	16927	13450	耦	耦	耦	耦										音偶			K0702584	音注声点無_類音注等	
F19978_01	F19978_01	30-048-02	類聚名義抄_天理図書館_観智院本	16928	13451	耡	耡	耡	耡										鋤助二音			K0702611	音注声点無_類音注等	
F19979_01	F19979_01	30-048-02	類聚名義抄_天理図書館_観智院本	16929	13452	耤	耤	耤	耤										音寂			K0702612	音注声点無_類音注等	
F19980_01	F19980_01	30-048-02	類聚名義抄_天理図書館_観智院本	16930	13453	𦓯	𦓯	𦓯	𦓯										音圭			K0702613	音注声点無_類音注等	
F19981_02	F19981_02	30-048-02	類聚名義抄_天理図書館_観智院本	16931	13454	耜	耜	耜	耜					上	上				音似（上）			K0702614	音注声点有_類音注等	
F19981_02b	F19981_02	30-048-02	類聚名義抄_天理図書館_観智院本	16932	13454	似	似	似	似					上	上				音似（上）			K0702614	音注声点有_類音注等	音注字
F19982_01	F19982_01	30-048-02	類聚名義抄_天理図書館_観智院本	16933	13456	耔	耔	耔	耔										音子			K0702622	音注声点無_類音注等	
F19983_01	F19983_01	30-048-02	類聚名義抄_天理図書館_観智院本	16934	13457	䎨	䎨	䎨	䎨									於劫反				K0702623	音注声点無_反切	
F19984_01	F19984_01	30-048-02	類聚名義抄_天理図書館_観智院本	16935	13458	耩	⿰耒⿱井井	耩	⿰耒⿱井井									古侯反				K0702624	音注声点無_反切	
F19986_01	F19986_01	30-048-02	類聚名義抄_天理図書館_観智院本	16936	13459	𦔥	𦔥	𦔥	𦔥										音亦			K0702632	音注声点無_類音注等	
F19987_01	F19987_01	30-048-02	類聚名義抄_天理図書館_観智院本	16937	13460	𦔅	𦔅	𦔅	𦔅										音突			K0702633	音注声点無_類音注等	
F19987_03	F19987_03	30-048-02	類聚名義抄_天理図書館_観智院本	16938	13460	𦔅	𦔅	𦔅	𦔅										和間			K0702633	音注和音声点無	
